gene	genome	ec.num	gene.length
coli_2253 	 1 	  	 1026 
coli_2254 	 1 	 3.6. 	 1590 
coli_2255 	 1 	  	 345 
coli_2256 	 1 	  	 1191 
coli_2257 	 1 	 5.4. 	 696 
coli_2258 	 1 	  	 1761 
coli_2259 	 1 	  	 285 
coli_2260 	 1 	  	 1008 
coli_2261 	 1 	  	 117 
coli_2262 	 1 	  	 228 
coli_2263 	 1 	  	 1761 
coli_2265 	 1 	  	 2511 
coli_2266 	 1 	  	 981 
coli_2267 	 1 	  	 648 
coli_2268 	 1 	  	 1053 
coli_2269 	 1 	  	 558 
coli_2270 	 1 	  	 1944 
coli_2271 	 1 	  	 480 
coli_2272 	 1 	  	 210 
coli_2273 	 1 	  	 738 
coli_2274 	 1 	  	 660 
coli_2275 	 1 	 3.6. 	 618 
coli_2276 	 1 	  	 603 
coli_2277 	 1 	  	 450 
coli_2278 	 1 	  	 864 
coli_2279 	 1 	  	 696 
coli_2280 	 1 	 1.7. 	 2487 
coli_2281 	 1 	  	 264 
coli_2282 	 1 	  	 495 
coli_2283 	 1 	  	 165 
coli_2284 	 1 	  	 489 
coli_2285 	 1 	 1.1. 	 1647 
coli_2286 	 1 	  	 1644 
coli_2287 	 1 	  	 651 
coli_2288 	 1 	 2.1. 	 1065 
coli_2289 	 1 	  	 1056 
coli_2290 	 1 	  	 1104 
coli_2291 	 1 	 2.7. 	 2673 
coli_2292 	 1 	  	 651 
coli_2293 	 1 	 2.7. 	 2850 
coli_2294 	 1 	  	 1827 
coli_2295 	 1 	  	 1386 
coli_2296 	 1 	 2.8. 	 663 
coli_2297 	 1 	 2.8. 	 651 
coli_2299 	 1 	  	 1185 
coli_2300 	 1 	  	 777 
coli_2301 	 1 	  	 1650 
coli_2302 	 1 	  	 486 
coli_2303 	 1 	  	 4014 
coli_2304 	 1 	  	 624 
coli_2305 	 1 	  	 1689 
coli_2306 	 1 	 5.99 	 2628 
coli_2307 	 1 	 2.1. 	 723 
coli_2308 	 1 	  	 3705 
coli_2309 	 1 	 1.17 	 2286 
coli_2310 	 1 	 1.17 	 1131 
coli_2311 	 1 	  	 255 
coli_2312 	 1 	  	 651 
coli_2313 	 1 	  	 207 
coli_2314 	 1 	 3.1. 	 1077 
coli_2315 	 1 	  	 1359 
coli_2316 	 1 	 1.1. 	 1629 
coli_2317 	 1 	 1.1. 	 1260 
coli_2318 	 1 	 1.1. 	 1191 
coli_2319 	 1 	  	 126 
coli_2320 	 1 	  	 900 
coli_2321 	 1 	  	 186 
coli_2322 	 1 	 4.1. 	 804 
coli_2323 	 1 	  	 1290 
coli_2324 	 1 	 4.2. 	 1206 
coli_2325 	 1 	  	 783 
coli_2326 	 1 	  	 1203 
coli_2327 	 1 	  	 543 
coli_2328 	 1 	  	 363 
coli_2329 	 1 	  	 603 
coli_2330 	 1 	 2.6. 	 1140 
coli_2331 	 1 	 2.7. 	 969 
coli_2332 	 1 	 1.1. 	 1983 
coli_2333 	 1 	  	 891 
coli_2334 	 1 	 2.4. 	 1653 
coli_2335 	 1 	  	 336 
coli_2336 	 1 	  	 267 
coli_2337 	 1 	  	 387 
coli_2338 	 1 	 6.2. 	 1356 
coli_2339 	 1 	 4.2. 	 963 
coli_2340 	 1 	 4.1. 	 858 
coli_2341 	 1 	 4.2. 	 759 
coli_2342 	 1 	 2.2. 	 1671 
coli_2343 	 1 	 5.4. 	 1296 
coli_2344 	 1 	  	 306 
coli_2345 	 1 	  	 462 
coli_2346 	 1 	 3.1. 	 918 
coli_2347 	 1 	 3.4. 	 1209 
coli_2348 	 1 	  	 1728 
coli_2349 	 1 	  	 972 
coli_2350 	 1 	  	 504 
coli_2351 	 1 	  	 717 
coli_2352 	 1 	  	 423 
coli_2353 	 1 	  	 849 
coli_2354 	 1 	 1.6. 	 1458 
coli_2355 	 1 	 1.6. 	 1530 
coli_2356 	 1 	 1.6. 	 1842 
coli_2357 	 1 	 1.6. 	 303 
coli_2358 	 1 	 1.6. 	 555 
coli_2359 	 1 	  	 543 
coli_2360 	 1 	 1.6. 	 978 
coli_2361 	 1 	 1.6. 	 2727 
coli_2362 	 1 	 1.6. 	 1338 
coli_2363 	 1 	 1.6. 	 501 
coli_2364 	 1 	 1.6. 	 1791 
coli_2365 	 1 	 1.6. 	 663 
coli_2366 	 1 	  	 117 
coli_2367 	 1 	  	 438 
coli_2368 	 1 	  	 939 
coli_2369 	 1 	  	 1218 
coli_2370 	 1 	 3.1. 	 600 
coli_2371 	 1 	  	 1833 
coli_2372 	 1 	  	 651 
coli_2373 	 1 	  	 495 
coli_2374 	 1 	  	 456 
coli_2375 	 1 	  	 132 
coli_2376 	 1 	 2.7. 	 1203 
coli_2377 	 1 	 2.3. 	 2145 
coli_2378 	 1 	  	 1479 
coli_2379 	 1 	  	 543 
coli_2380 	 1 	 3.1. 	 552 
coli_2381 	 1 	  	 645 
coli_2382 	 1 	  	 648 
coli_2383 	 1 	 5.-. 	 363 
coli_2384 	 1 	  	 894 
coli_2385 	 1 	  	 891 
coli_2386 	 1 	  	 774 
coli_2387 	 1 	  	 717 
coli_2388 	 1 	  	 687 
coli_2389 	 1 	  	 783 
coli_2390 	 1 	  	 783 
coli_2391 	 1 	 4.1. 	 570 
coli_2392 	 1 	 2.4. 	 1518 
coli_2393 	 1 	  	 489 
coli_2394 	 1 	  	 663 
coli_2395 	 1 	 6.3. 	 1269 
coli_2396 	 1 	 6.4. 	 915 
coli_2398 	 1 	 5.4. 	 813 
coli_2399 	 1 	  	 1014 
coli_2400 	 1 	 1.1. 	 1137 
coli_2401 	 1 	  	 114 
coli_2402 	 1 	  	 1179 
coli_2404 	 1 	  	 150 
coli_2405 	 1 	 2.3. 	 1221 
coli_2406 	 1 	 1.5. 	 2007 
coli_2407 	 1 	  	 279 
coli_2408 	 1 	  	 549 
coli_2410 	 1 	 3.4. 	 825 
coli_2411 	 1 	 4.2. 	 1086 
coli_2412 	 1 	 2.1. 	 933 
coli_2413 	 1 	  	 552 
coli_2414 	 1 	  	 822 
coli_2415 	 1 	  	 540 
coli_2416 	 1 	  	 489 
coli_2417 	 1 	  	 339 
coli_2418 	 1 	  	 753 
coli_2419 	 1 	  	 786 
coli_2420 	 1 	  	 1737 
coli_2421 	 1 	  	 564 
coli_2422 	 1 	  	 150 
coli_2423 	 1 	 3.1. 	 486 
coli_2424 	 1 	 4.2. 	 2145 
coli_2425 	 1 	 2.3. 	 1311 
coli_2426 	 1 	  	 285 
coli_2427 	 1 	  	 1341 
coli_2428 	 1 	  	 1059 
coli_2429 	 1 	  	 756 
coli_2430 	 1 	  	 933 
coli_2432 	 1 	  	 1158 
coli_2433 	 1 	  	 921 
coli_2434 	 1 	  	 1332 
coli_2435 	 1 	  	 393 
coli_2436 	 1 	  	 303 
coli_2437 	 1 	  	 294 
coli_2438 	 1 	 2.1. 	 276 
coli_2439 	 1 	  	 252 
coli_2440 	 1 	  	 369 
coli_2441 	 1 	  	 174 
coli_2442 	 1 	  	 363 
coli_2443 	 1 	  	 825 
coli_2444 	 1 	  	 537 
coli_2445 	 1 	  	 342 
coli_2446 	 1 	  	 306 
coli_2447 	 1 	  	 201 
coli_2448 	 1 	  	 936 
coli_2449 	 1 	  	 1338 
coli_2450 	 1 	 4.3. 	 1314 
coli_2451 	 1 	  	 1539 
coli_2452 	 1 	  	 1164 
coli_2453 	 1 	  	 615 
coli_2454 	 1 	 2.7. 	 3384 
coli_2455 	 1 	  	 1146 
coli_2456 	 1 	  	 945 
coli_2457 	 1 	 4.1. 	 1695 
coli_2458 	 1 	 2.8. 	 1179 
coli_2459 	 1 	  	 636 
coli_2460 	 1 	  	 144 
coli_2461 	 1 	  	 243 
coli_2462 	 1 	 2.3. 	 921 
coli_2463 	 1 	  	 117 
coli_2464 	 1 	  	 1239 
coli_2465 	 1 	  	 1680 
coli_2466 	 1 	  	 735 
coli_2467 	 1 	  	 858 
coli_2468 	 1 	 2.7. 	 2496 
coli_2469 	 1 	 3.4. 	 1038 
coli_2470 	 1 	 3.4. 	 1086 
coli_2471 	 1 	  	 1248 
coli_2472 	 1 	 2.7. 	 327 
coli_2473 	 1 	 2.7. 	 966 
coli_2474 	 1 	  	 1257 
coli_2475 	 1 	  	 327 
coli_2476 	 1 	  	 1176 
coli_2477 	 1 	  	 1203 
coli_2478 	 1 	  	 1113 
coli_2479 	 1 	  	 2190 
coli_2482 	 1 	  	 345 
coli_2483 	 1 	  	 393 
coli_2484 	 1 	 6.1. 	 1416 
coli_2485 	 1 	  	 132 
coli_2490 	 1 	  	 885 
coli_2491 	 1 	  	 159 
coli_2492 	 1 	  	 1257 
coli_2493 	 1 	 2.4. 	 834 
coli_2494 	 1 	  	 765 
coli_2495 	 1 	  	 927 
coli_2496 	 1 	  	 219 
coli_2497 	 1 	  	 999 
coli_2498 	 1 	 6.5. 	 2016 
coli_2499 	 1 	  	 987 
coli_2500 	 1 	  	 762 
coli_2501 	 1 	 2.5. 	 972 
coli_2502 	 1 	 2.7. 	 258 
coli_2503 	 1 	 2.7. 	 1728 
coli_2504 	 1 	 2.7. 	 510 
coli_2505 	 1 	 2.7. 	 840 
coli_2506 	 1 	  	 375 
coli_2507 	 1 	  	 735 
coli_2508 	 1 	 2.5. 	 912 
coli_2509 	 1 	 3.6. 	 1098 
coli_2510 	 1 	  	 876 
coli_2511 	 1 	  	 834 
coli_2512 	 1 	  	 1017 
coli_2513 	 1 	 1.-. 	 792 
coli_2514 	 1 	  	 858 
coli_2515 	 1 	  	 897 
coli_2516 	 1 	 2.7. 	 1425 
coli_2517 	 1 	  	 1293 
coli_2518 	 1 	  	 900 
coli_2519 	 1 	  	 576 
coli_2521 	 1 	  	 426 
coli_2522 	 1 	 3.5. 	 870 
coli_2523 	 1 	 1.3. 	 900 
coli_2524 	 1 	  	 1053 
coli_2525 	 1 	  	 501 
coli_2526 	 1 	  	 660 
coli_2527 	 1 	 4.3. 	 888 
coli_2528 	 1 	 4.3. 	 1362 
coli_2529 	 1 	  	 1209 
coli_2530 	 1 	  	 528 
coli_2531 	 1 	  	 243 
coli_2532 	 1 	  	 147 
coli_2533 	 1 	  	 417 
coli_2534 	 1 	  	 594 
coli_2535 	 1 	  	 378 
coli_2536 	 1 	  	 393 
coli_2537 	 1 	  	 810 
coli_2538 	 1 	  	 126 
coli_2539 	 1 	  	 1404 
coli_2540 	 1 	  	 1227 
coli_2541 	 1 	 1.1. 	 1188 
coli_2542 	 1 	  	 837 
coli_2543 	 1 	  	 1404 
coli_2544 	 1 	  	 288 
coli_2545 	 1 	  	 294 
coli_2546 	 1 	 2.3. 	 1017 
coli_2547 	 1 	  	 804 
coli_2548 	 1 	  	 702 
coli_2549 	 1 	  	 480 
coli_2550 	 1 	  	 336 
coli_2551 	 1 	 1.1. 	 2280 
coli_2552 	 1 	 2.2. 	 951 
coli_2553 	 1 	 2.2. 	 2004 
coli_2554 	 1 	  	 1044 
coli_2555 	 1 	 3.6. 	 576 
coli_2556 	 1 	  	 1980 
coli_2557 	 1 	  	 1701 
coli_2558 	 1 	  	 3114 
coli_2559 	 1 	  	 357 
coli_2560 	 1 	 3.5. 	 1128 
coli_2561 	 1 	  	 201 
coli_2562 	 1 	  	 699 
coli_2563 	 1 	 2.3. 	 2016 
coli_2564 	 1 	  	 795 
coli_2565 	 1 	 6.3. 	 714 
coli_2566 	 1 	  	 1035 
coli_2567 	 1 	 4.2. 	 879 
coli_2568 	 1 	  	 573 
coli_2569 	 1 	  	 471 
coli_2570 	 1 	 1.-. 	 618 
coli_2571 	 1 	 1.-. 	 2019 
coli_2572 	 1 	 1.-. 	 948 
coli_2573 	 1 	  	 1440 
coli_2574 	 1 	 1.-. 	 651 
coli_2575 	 1 	  	 1566 
coli_2576 	 1 	 1.-. 	 1668 
coli_2577 	 1 	  	 546 
coli_2578 	 1 	  	 759 
coli_2579 	 1 	  	 414 
coli_2580 	 1 	  	 2013 
coli_2581 	 1 	  	 849 
coli_2582 	 1 	  	 1062 
coli_2583 	 1 	  	 1464 
coli_2584 	 1 	 1.20 	 360 
coli_2585 	 1 	  	 678 
coli_2586 	 1 	  	 1290 
coli_2587 	 1 	 2.4. 	 627 
coli_2588 	 1 	  	 135 
coli_2589 	 1 	 6.3. 	 1038 
coli_2590 	 1 	 2.1. 	 639 
coli_2591 	 1 	 2.7. 	 2067 
coli_2592 	 1 	 3.6. 	 1542 
coli_2593 	 1 	 3.1. 	 2244 
coli_2594 	 1 	  	 153 
coli_2595 	 1 	  	 192 
coli_2596 	 1 	  	 516 
coli_2597 	 1 	  	 540 
coli_2598 	 1 	 6.3. 	 1578 
coli_2599 	 1 	 1.1. 	 1467 
coli_2600 	 1 	  	 129 
coli_2601 	 1 	  	 216 
coli_2602 	 1 	 3.1. 	 1371 
coli_2603 	 1 	  	 1473 
coli_2604 	 1 	  	 1179 
coli_2605 	 1 	  	 621 
coli_2606 	 1 	 6.1. 	 1275 
coli_2607 	 1 	 1.17 	 1119 
coli_2608 	 1 	  	 1014 
coli_2609 	 1 	 2.1. 	 1155 
coli_2610 	 1 	 2.7. 	 432 
coli_2611 	 1 	  	 2313 
coli_2612 	 1 	  	 4962 
coli_2613 	 1 	 2.8. 	 846 
coli_2614 	 1 	  	 117 
coli_2615 	 1 	  	 126 
coli_2616 	 1 	  	 777 
coli_2617 	 1 	 3.4. 	 1284 
coli_2618 	 1 	  	 201 
coli_2619 	 1 	  	 336 
coli_2620 	 1 	  	 1851 
coli_2621 	 1 	  	 516 
coli_2622 	 1 	  	 117 
coli_2623 	 1 	  	 324 
coli_2624 	 1 	  	 387 
coli_2625 	 1 	 2.8. 	 1215 
coli_2626 	 1 	  	 489 
coli_2627 	 1 	 2.1. 	 741 
coli_2628 	 1 	 3.1. 	 804 
coli_2629 	 1 	  	 855 
coli_2630 	 1 	  	 1140 
coli_2631 	 1 	  	 1281 
coli_2632 	 1 	  	 891 
coli_2633 	 1 	 1.14 	 1362 
coli_2634 	 1 	  	 519 
coli_2635 	 1 	  	 321 
coli_2636 	 1 	 1.3. 	 813 
coli_2637 	 1 	  	 1203 
coli_2639 	 1 	  	 873 
coli_2640 	 1 	  	 1095 
coli_2641 	 1 	  	 999 
coli_2642 	 1 	 3.6. 	 1512 
coli_2643 	 1 	  	 984 
coli_2644 	 1 	  	 3282 
coli_2645 	 1 	  	 1194 
coli_2646 	 1 	 2.1. 	 1254 
coli_2647 	 1 	  	 1191 
coli_2648 	 1 	  	 339 
coli_2649 	 1 	  	 1335 
coli_2650 	 1 	  	 714 
coli_2651 	 1 	  	 1428 
coli_2652 	 1 	 6.3. 	 3888 
coli_2653 	 1 	 3.5. 	 504 
coli_2654 	 1 	  	 1557 
coli_2655 	 1 	  	 636 
coli_2656 	 1 	  	 849 
coli_2657 	 1 	  	 186 
coli_2658 	 1 	 2.7. 	 381 
coli_2659 	 1 	 2.6. 	 732 
coli_2660 	 1 	  	 729 
coli_2661 	 1 	  	 906 
coli_2662 	 1 	 3.1. 	 681 
coli_2663 	 1 	 3.4. 	 975 
coli_2664 	 1 	 3.6. 	 1800 
coli_2666 	 1 	  	 957 
coli_2667 	 1 	  	 651 
coli_2668 	 1 	  	 576 
coli_2669 	 1 	  	 738 
coli_2670 	 1 	 1.4. 	 1623 
coli_2671 	 1 	 3.6. 	 1335 
coli_2672 	 1 	  	 882 
coli_2674 	 1 	  	 384 
coli_2675 	 1 	 3.2. 	 690 
coli_2676 	 1 	  	 1038 
coli_2677 	 1 	  	 420 
coli_2678 	 1 	  	 699 
coli_2679 	 1 	  	 2661 
coli_2680 	 1 	 2.7. 	 1356 
coli_2681 	 1 	  	 1299 
coli_2682 	 1 	  	 273 
coli_2685 	 1 	  	 120 
coli_2688 	 1 	  	 135 
coli_2689 	 1 	  	 2574 
coli_2690 	 1 	  	 732 
coli_2691 	 1 	 5.4. 	 903 
coli_2692 	 1 	  	 738 
coli_2693 	 1 	  	 342 
coli_2694 	 1 	 4.2. 	 1161 
coli_2695 	 1 	 1.3. 	 1122 
coli_2696 	 1 	 2.5. 	 1071 
coli_2697 	 1 	  	 366 
coli_2698 	 1 	  	 519 
coli_2699 	 1 	  	 1224 
coli_2700 	 1 	  	 384 
coli_2701 	 1 	  	 348 
coli_2702 	 1 	  	 768 
coli_2703 	 1 	  	 549 
coli_2704 	 1 	  	 249 
coli_2705 	 1 	  	 1362 
coli_2706 	 1 	  	 792 
coli_2707 	 1 	  	 1242 
coli_2708 	 1 	  	 594 
coli_2709 	 1 	  	 138 
coli_2710 	 1 	  	 807 
coli_2711 	 1 	  	 1662 
coli_2712 	 1 	  	 342 
coli_2713 	 1 	  	 291 
coli_2714 	 1 	  	 390 
coli_2715 	 1 	  	 483 
coli_2716 	 1 	  	 1242 
coli_2717 	 1 	  	 1077 
coli_2718 	 1 	  	 1410 
coli_2719 	 1 	  	 2190 
coli_2720 	 1 	  	 1617 
coli_2721 	 1 	  	 123 
coli_2722 	 1 	  	 1074 
coli_2723 	 1 	  	 171 
coli_2724 	 1 	  	 864 
coli_2725 	 1 	  	 822 
coli_2726 	 1 	  	 702 
coli_2727 	 1 	  	 237 
coli_2728 	 1 	  	 444 
coli_2729 	 1 	  	 468 
coli_2730 	 1 	  	 315 
coli_2731 	 1 	  	 519 
coli_2732 	 1 	  	 201 
coli_2733 	 1 	  	 1704 
coli_2734 	 1 	  	 123 
coli_2735 	 1 	  	 405 
coli_2736 	 1 	  	 480 
coli_2737 	 1 	  	 318 
coli_2738 	 1 	  	 330 
coli_2739 	 1 	  	 3135 
coli_2740 	 1 	  	 120 
coli_2741 	 1 	  	 744 
coli_2742 	 1 	  	 309 
coli_2744 	 1 	  	 687 
coli_2745 	 1 	  	 633 
coli_2746 	 1 	  	 165 
coli_2747 	 1 	  	 978 
coli_2748 	 1 	 1.1. 	 1269 
coli_2749 	 1 	 1.2. 	 1449 
coli_2750 	 1 	 2.6. 	 1281 
coli_2751 	 1 	  	 1401 
coli_2752 	 1 	  	 663 
coli_2753 	 1 	  	 450 
coli_2754 	 1 	  	 159 
coli_2755 	 1 	  	 300 
coli_2757 	 1 	  	 405 
coli_2758 	 1 	  	 450 
coli_2759 	 1 	  	 345 
coli_2760 	 1 	  	 330 
coli_2761 	 1 	  	 246 
coli_2762 	 1 	  	 411 
coli_2763 	 1 	 1.17 	 2145 
coli_2764 	 1 	 1.17 	 960 
coli_2765 	 1 	  	 1203 
coli_2766 	 1 	  	 1065 
coli_2767 	 1 	  	 993 
coli_2768 	 1 	  	 147 
coli_2769 	 1 	  	 267 
coli_2770 	 1 	  	 918 
coli_2771 	 1 	  	 693 
coli_2772 	 1 	  	 336 
coli_2773 	 1 	  	 531 
coli_2774 	 1 	  	 243 
coli_2775 	 1 	  	 960 
coli_2776 	 1 	  	 1539 
coli_2777 	 1 	 4.4. 	 516 
coli_2778 	 1 	 6.3. 	 1557 
coli_2779 	 1 	  	 429 
coli_2780 	 1 	 3.1. 	 567 
coli_2786 	 1 	  	 150 
coli_2787 	 1 	  	 117 
coli_2788 	 1 	 6.1. 	 2520 
coli_2789 	 1 	  	 138 
coli_2790 	 1 	  	 501 
coli_2791 	 1 	  	 1062 
coli_2792 	 1 	  	 498 
coli_2793 	 1 	 2.4. 	 1086 
coli_2794 	 1 	  	 564 
coli_2795 	 1 	 2.7. 	 960 
coli_2796 	 1 	 2.7. 	 372 
coli_2797 	 1 	 1.1. 	 780 
coli_2798 	 1 	  	 360 
coli_2799 	 1 	  	 774 
coli_2800 	 1 	  	 1515 
coli_2801 	 1 	 5.3. 	 966 
coli_2802 	 1 	  	 1440 
coli_2803 	 1 	 1.18 	 1134 
coli_2804 	 1 	  	 2253 
coli_2805 	 1 	  	 528 
coli_2806 	 1 	  	 168 
coli_2807 	 1 	  	 1011 
coli_2808 	 1 	  	 1458 
coli_2809 	 1 	  	 1425 
coli_2810 	 1 	 3.4. 	 471 
coli_2811 	 1 	  	 411 
coli_2812 	 1 	  	 768 
coli_2813 	 1 	  	 543 
coli_2814 	 1 	  	 1710 
coli_2815 	 1 	 1.-. 	 924 
coli_2816 	 1 	  	 1827 
coli_2817 	 1 	 1.-. 	 612 
coli_2818 	 1 	  	 462 
coli_2819 	 1 	  	 351 
coli_2820 	 1 	  	 873 
coli_2821 	 1 	  	 273 
coli_2822 	 1 	  	 1122 
coli_2823 	 1 	  	 1011 
coli_2824 	 1 	  	 2079 
coli_2825 	 1 	  	 354 
coli_2826 	 1 	  	 135 
coli_2827 	 1 	  	 2562 
coli_2828 	 1 	 3.1. 	 657 
coli_2829 	 1 	  	 768 
coli_2830 	 1 	  	 909 
coli_2831 	 1 	  	 1167 
coli_2832 	 1 	  	 597 
coli_2833 	 1 	  	 777 
coli_2834 	 1 	  	 1365 
coli_2835 	 1 	  	 993 
coli_2836 	 1 	  	 1140 
coli_2837 	 1 	 2.1. 	 627 
coli_2838 	 1 	 3.1. 	 762 
coli_2839 	 1 	 5.4. 	 1050 
coli_2840 	 1 	 4.6. 	 480 
coli_2841 	 1 	 2.7. 	 711 
coli_2842 	 1 	  	 312 
coli_2844 	 1 	 2.7. 	 606 
coli_2845 	 1 	 2.7. 	 1428 
coli_2846 	 1 	 2.7. 	 909 
coli_2847 	 1 	  	 1038 
coli_2848 	 1 	  	 228 
coli_2849 	 1 	  	 144 
coli_2850 	 1 	  	 162 
coli_2851 	 1 	 3.1. 	 918 
coli_2852 	 1 	  	 600 
coli_2853 	 1 	  	 1092 
coli_2854 	 1 	  	 483 
coli_2855 	 1 	  	 1509 
coli_2856 	 1 	  	 120 
coli_2857 	 1 	 3.1. 	 2667 
coli_2858 	 1 	 1.8. 	 735 
coli_2859 	 1 	 1.8. 	 1713 
coli_2860 	 1 	 1.8. 	 1800 
coli_2861 	 1 	  	 114 
coli_2862 	 1 	  	 363 
coli_2863 	 1 	  	 1272 
coli_2864 	 1 	  	 261 
coli_2865 	 1 	  	 576 
coli_2866 	 1 	  	 861 
coli_2867 	 1 	  	 780 
coli_2868 	 1 	  	 1338 
coli_2869 	 1 	  	 1455 
coli_2870 	 1 	  	 786 
coli_2871 	 1 	  	 1278 
coli_2872 	 1 	  	 1479 
coli_2873 	 1 	  	 132 
coli_2874 	 1 	  	 141 
coli_2875 	 1 	  	 672 
coli_2876 	 1 	  	 141 
coli_2877 	 1 	  	 873 
coli_2878 	 1 	 4.2. 	 1299 
coli_2879 	 1 	 6.3. 	 1638 
coli_2880 	 1 	 3.6. 	 792 
coli_2881 	 1 	 3.1. 	 336 
coli_2882 	 1 	  	 249 
coli_2883 	 1 	 2.7. 	 2235 
coli_2884 	 1 	 2.1. 	 1302 
coli_2885 	 1 	 2.7. 	 2757 
coli_2886 	 1 	  	 117 
coli_2887 	 1 	 4.2. 	 1341 
coli_2888 	 1 	  	 1341 
coli_2889 	 1 	  	 1353 
coli_2890 	 1 	  	 129 
coli_2891 	 1 	  	 450 
coli_2892 	 1 	  	 783 
coli_2893 	 1 	  	 330 
coli_2895 	 1 	 1.7. 	 849 
coli_2896 	 1 	  	 1365 
coli_2897 	 1 	  	 1290 
coli_2898 	 1 	 4.3. 	 1368 
coli_2899 	 1 	  	 756 
coli_2900 	 1 	 1.1. 	 1149 
coli_2901 	 1 	 4.1. 	 648 
coli_2902 	 1 	  	 1317 
coli_2903 	 1 	 5.3. 	 1776 
coli_2904 	 1 	 2.7. 	 1419 
coli_2905 	 1 	 5.1. 	 423 
coli_2906 	 1 	  	 732 
coli_2907 	 1 	 2.1. 	 1101 
coli_2909 	 1 	  	 918 
coli_2911 	 1 	 2.8. 	 1206 
coli_2912 	 1 	 2.8. 	 444 
coli_2913 	 1 	  	 801 
coli_2914 	 1 	 4.2. 	 1068 
coli_2918 	 1 	 3.5. 	 1254 
coli_2919 	 1 	 2.3. 	 1332 
coli_2920 	 1 	 3.1. 	 1827 
coli_2921 	 1 	 3.1. 	 3543 
coli_2922 	 1 	 3.4. 	 2889 
coli_2923 	 1 	 3.1. 	 3369 
coli_2924 	 1 	  	 324 
coli_2925 	 1 	  	 408 
coli_2926 	 1 	  	 564 
coli_2927 	 1 	  	 471 
coli_2928 	 1 	 2.1. 	 795 
coli_2929 	 1 	  	 174 
coli_2930 	 1 	 2.4. 	 876 
coli_2931 	 1 	 2.7. 	 2247 
coli_2932 	 1 	 3.6. 	 531 
coli_2933 	 1 	  	 162 
coli_2934 	 1 	  	 690 
coli_2937 	 1 	  	 1041 
coli_2938 	 1 	  	 1149 
coli_2939 	 1 	 6.2. 	 2160 
coli_2940 	 1 	  	 1032 
coli_2941 	 1 	 4.1. 	 1263 
coli_2942 	 1 	  	 693 
coli_2943 	 1 	  	 936 
coli_2944 	 1 	  	 1419 
coli_2945 	 1 	 1.1. 	 762 
coli_2946 	 1 	 5.3. 	 837 
coli_2947 	 1 	  	 1182 
coli_2949 	 1 	  	 519 
coli_2950 	 1 	  	 117 
coli_2951 	 1 	  	 810 
coli_2952 	 1 	  	 483 
coli_2953 	 1 	  	 126 
coli_2954 	 1 	  	 492 
coli_2955 	 1 	  	 1377 
coli_2956 	 1 	  	 219 
coli_2957 	 1 	  	 171 
coli_2958 	 1 	  	 237 
coli_2959 	 1 	  	 156 
coli_2960 	 1 	  	 210 
coli_2961 	 1 	  	 222 
coli_2962 	 1 	  	 906 
coli_2963 	 1 	  	 366 
coli_2964 	 1 	  	 795 
coli_2966 	 1 	  	 756 
coli_2967 	 1 	  	 2298 
coli_2968 	 1 	  	 879 
coli_2969 	 1 	  	 480 
coli_2970 	 1 	  	 1779 
coli_2971 	 1 	  	 1188 
coli_2972 	 1 	 4.3. 	 1197 
coli_2973 	 1 	  	 1212 
coli_2974 	 1 	 3.5. 	 1386 
coli_2975 	 1 	 2.7. 	 933 
coli_2976 	 1 	  	 1626 
coli_2977 	 1 	  	 480 
coli_2978 	 1 	  	 579 
coli_2979 	 1 	  	 3099 
coli_2980 	 1 	  	 1329 
coli_2981 	 1 	  	 780 
coli_2982 	 1 	  	 2871 
coli_2983 	 1 	  	 1401 
coli_2984 	 1 	 3.5. 	 1317 
coli_2985 	 1 	  	 1368 
coli_2986 	 1 	  	 489 
coli_2987 	 1 	  	 1920 
coli_2988 	 1 	  	 1299 
coli_2989 	 1 	  	 126 
coli_2990 	 1 	 5.3. 	 549 
coli_2991 	 1 	 6.1. 	 1518 
coli_2992 	 1 	  	 882 
coli_2993 	 1 	  	 156 
coli_2994 	 1 	 3.1. 	 1734 
coli_2995 	 1 	  	 711 
coli_2996 	 1 	  	 897 
coli_2997 	 1 	  	 522 
coli_2998 	 1 	  	 354 
coli_2999 	 1 	  	 267 
coli_3000 	 1 	  	 123 
coli_3001 	 1 	  	 981 
coli_3003 	 1 	  	 312 
coli_3004 	 1 	  	 1434 
coli_3005 	 1 	  	 729 
coli_3006 	 1 	 1.4. 	 2874 
coli_3007 	 1 	  	 390 
coli_3008 	 1 	 2.1. 	 1095 
coli_3009 	 1 	 1.14 	 1203 
coli_3010 	 1 	 1.14 	 1179 
coli_3011 	 1 	 3.4. 	 1326 
coli_3012 	 1 	  	 579 
coli_3013 	 1 	  	 330 
coli_3014 	 1 	 6.3. 	 603 
coli_3015 	 1 	 1.1. 	 1233 
coli_3016 	 1 	 5.3. 	 660 
coli_3017 	 1 	  	 231 
coli_3018 	 1 	  	 114 
coli_3019 	 1 	  	 894 
coli_3020 	 1 	 5.4. 	 2145 
coli_3021 	 1 	 2.7. 	 996 
coli_3022 	 1 	  	 786 
coli_3023 	 1 	  	 897 
coli_3024 	 1 	  	 1479 
coli_3025 	 1 	  	 741 
coli_3027 	 1 	  	 861 
coli_3028 	 1 	 4.1. 	 1080 
coli_3029 	 1 	 2.7. 	 1164 
coli_3030 	 1 	 1.2. 	 1020 
coli_3031 	 1 	  	 714 
coli_3032 	 1 	  	 510 
